questionText,answerText
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal Affective Disorder (S.A.D.) is a term that reflects how many people are affected by the changing seasons, especially fall to winter. Everyone suffers with some form of this (lessened activity levels, increased isolation, etc.) while some find that this time of year can put them into a deeper depression. If you have noticed that this happens frequently, there are some ways you can definitely help yourself going forward:1. Attend therapy to learn strategies and tools to help you to manage your mood. "
"My depression has been reoccurring for a long time. It all started when I was being bullied in high school. In ninth grade, my principal told me I needed to stay home for a couple days to protect myself while she spoke to my classmates. I needed profession","I couldn't help but notice that you did not specify your age, so I am unable to set the total chronological order and length that you have suffered in this way, but I want to start by commending you on seeking out additional coping techniques on your own. Unfortunately, it sounds like you were offered some that were more dangerous than helpful, but be proud that you were able to curb those before they caused too much harm.From what you have written, stress has always been a difficult thing for you to manage"
Every winter I find myself getting sad because of the weather. How can I fight this?,Light therapy is very helpful. You are not alone. The name for the condition is Seasonal Affective Disorder (SAD). You might want to see a therapist to assist you putting in place a behavioral program to help change the way you feel.
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"After stopping the abuse of alcohol, depressive symptoms are common. She may benefit from exploring why she wants to move and see if she would still want to move if she did not feel depressed. 12 step meetings can also be helpful."
Does counseling really do anything that can help people?,"Yes, counseling helps a lot of people, especially when there is a good rapport between the counselor and their client. Knowing your counselor is someone who is really on your side and wants to see you grow past your difficulties into a healthy, happy, successful life is more important than what kind of counseling method they use. If you are looking for a counselor, take your time and be sure you feel heard and respected as well as challenged to grow."
I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex I couldn't get an erection. We've only had sex once and it was a long time ago. Why this is happening and what can I do about,"This is something I have had to address with individuals often since working with couples is one of my practice's focuses. The answer can depend upon several reasons all which tend to be explored while in session. If you or your counselor utilizes an integral approach, in which one of the main premises makes sure to check the four irreducible perspectives (subjective, intersubjective, objective and interobjective also known as the four quadrants) in determining where the challenges are, it then becomes poss"
Every winter I find myself getting sad because of the weather. How can I fight this?,
Does counseling really do anything that can help people?,
Every winter I find myself getting sad because of the weather. How can I fight this?,"Thank you for sharing. It seems like since the ""winter blues"" happens to you every year it may also be impacting your quality of life and possibly relationships. What you report sounds like you may be experiencing Seasonal Affective Disorder (SAD) and is quite common to many from about fall thru winter seasons; but, also can impact folks during the Spring and summer months.The best care and treatment for SAD includes discussing it with your PCP (primary care physician), integrating light therapy (full-spect"
I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex I couldn't get an erection. We've only had sex once and it was a long time ago. Why this is happening and what can I do about,"First off, I want to acknowledge the emotional pain you must be experiencing about not being able to experience an erection -- you're not alone. And, it took a lot of courage for you to post your query here. Below you will find excellent advice from skilled clinicians regarding your question and concern. If you haven't done so already I'd encourage you to checkout the Mayo Clinic's website on this very topic (http://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/basics/definition/con-200"
Every winter I find myself getting sad because of the weather. How can I fight this?,"There can be lots of different factors contributing to this. Here are some possible tips:Consider if you know anything about what specifically is making you feel sad? If you're looking for activities because you cannot participate in what you like to do in the warmer months, consider finding some indoor winter activitiesConnect with others. One idea is to join a group (such as a book club) that meets regularly. This could give you something to look forward to regardless of the colder weather.Enjoy the sunsh"
Does counseling really do anything that can help people?,"A lot of things affect how helpful counseling is for each person, including at least these things, but often many others:The therapeutic alliance (this refers to the bond, connection, or trust between the client and the counselor)What the person is coming in to work onHow motivated the person is to work on what it is they would like to changeSome people also ask how counseling is different from friendship. There is a similarity in the sense that hopefully both counselors and friends will listen to what you "
My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather. I was adopted in by his dad (who just p,"Thanks for asking this question. I know it can be really difficult to deal with issues like this.To answer your question, you might be able to get you brother some mental health help, even if he doesn't recognize that he needs it. In most states, an individual can request a mental health evaluation of a family member if that family member poses a danger to themselves or someone else, or if they are unable to take care of their own basic needs.You can always call 911 if you are concerned about his immediate "
My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather. I was adopted in by his dad (who just p,"I'm sorry to hear that your brother has been having such a rough time. He's lucky to have you on his side (although he may not always see it that way).As far as whether you can sign him in, that depends on a lot of different things.I would suggest that you Google the state and county that you live in as well as some phrase similar to ""crisis hotline."" They can tell you how it works in that county. My guess is that you could sign him in as long as he met the criteria for admission at that moment, but I can't"
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"You are not a pedophile. You are both under 18 and your age is appropriate for a relationship. There would be a possible problem if she was 10 or younger.Pedophelia, is a whole other problem that you probably should not be worried about. I would be happy to talk with you in more detail about this."
"I'm a Christian teenage girl, and I have lost my virginity. My boyfriend is a Christian teenager too, but things just got out of hand between us in a sexual manner. I planned to abstain from sex but I guess I wasn't clear about this because I was also temp",Having sex with your boyfriend is and was a mistake. Mistakes can be forgiven and you can make amends.But it is not the end of your relationship or God's will for you.Have a serious talk with your guy and get back on track with where you want to be. Talk to a counselor or your priest/pastor. Get someone to be your guide and mentor. Check in with them regularly.Getting back to square one could actually strengthen your relationship.Have a plan for the future where you will not be put into a place of temptatio
Does counseling really do anything that can help people?,Counseling can go a long way in improving your mental health.Counseling helps you to get new perspective on your life and problems.Talking about your problems with a counselor gives them substances and something to get a handle on. Talking about your problems gives you a chance look at your situation from a new angle to help solve your problems.The counselor is a neutral listener that can help give direction and answers to your needs.Counseling can help you solve your problems but also can set up a plan for
Does counseling really do anything that can help people?,"Counseling allows us to have a sacred space, a space that is set apart from the outside world, it is a space of non-judgement and exploration. Being that the universe is not made for us and that the the world tends to be a fairly untamed place at times, this sacred space allows us to explore ourselves. It allows for greater reflection upon our attitudes, our behaviors and our feelings. Imagine if you will a small goldfish swimming around the usual fish tank, although I dont attest to know what a goldfish th"
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me. Could it be that there is something they don't like about me? I don't understand why they won't answer","I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encoura"
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.","It is understandable that it's very hard for you to hear daily complaints from your mother regarding the caregiving of your niece. You cannot change your mother's feelings and responsibilities, which could create feelings of frustration and helplessness. It must be equally hard for your mother to assume full responsibility for your niece at a time where your sister cannot take care of her. This type of responsibility usually produces an enormous amount of stress and pressure because your mother and niece wo"
I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad does,"Teenage years are rough for anyone, and this is a time for self-discovery and experimentation. Having older parents can certainly pose challenges. Most kids feel like their parents don't understand them, but yours are older than the average parents of teenagers. They're from a completely different generation than you are. It sounds like they love you, but may not understand you. The problem here is the generation/age gap, and there's not a whole lot you can do about that. What you can do is accept the situa"
"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why, I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or eve","The best way to handle anxiety of this level is with a combination of appropriate medication given to you by a medical doctor, and therapy to help you understand the thoughts, feelings, and behaviors that are causing the anxiety. This is not something that anyone should just white knuckle and try to get through on their own with no help. Cognitive Behavioral Therapy is a technique that has been proven helpful for depression and anxiety. This takes a therapist trained in CBT.You will learn to recognize when "
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. I feel like I don't want to be without my genuine love for him, but logically, I know I ne","It's difficult to move on and let go, especially when you've experienced things for the first time with someone, or feelings you've never felt before, as you said.I like the fact that you are looking at your situation ""logically"". Feelings can take time to fade, but you seem to understand, even if it is subconsciously, that it's the feelings he stirred up in you that are keeping you tied to him, not necessarily the person himself. Realize that you can and will experience those feelings again with another pe"
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.","Buy the book ""Boundaries: Where You End and I Begin."" Read it. Apply it.Seriously, I'm not joking. You're not wrong to ""not want to hear it anymore"" but if you don't maintain healthy boundaries, you will allow your family to make you feel guilty for ""not wanting to hear it anymore"". That's not fair to you.Give a copy to your mom, too. No, I didn't write the book nor do I have any affiliation with it - I simply recommend it because it's a wonderful book and it helped me out a lot. I recommend it to a lot of "
"I don't remember when the voices in my head started, but I remember Hearing them when I was little. I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How ","This isn't something you can do on your own.If you haven't already, you need to see a medical doctor ASAP to rule out medical causes for this. Many diseases, illnesses, and conditions can cause hallucinations. In the elderly, sometimes it's something as simple as a urinary tract infection. Some medicines may have that side effect as well.However, you say you've been hearing them since you were little. I have no idea how old you are now, but something that has been going on for many years does lead me to thi"
"There is just no communication at all between us. She sleeps constantly all day (not at night). She acts angry and unfocused and stays in her very messy room all the time. The only time she comes out is to eat. She has aches and fatigue, weight gain, hair ","1. She's an adult.2. She lives in your house? She follows your rules.3. What you're describing could be any number of things, but could potentially be a medical issue that needs attention. Thyroid issues, autoimmune diseases - there's a ton of medical possibilities for her symptoms. I'm not a doctor; this is a forum of therapists.4. I recommend the book ""Codependent No More"" which may help you navigate your rocky relationship with your adult daughter. You may be inadvertently making things worse by ""helping"
My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather. I was adopted in by his dad (who just p,"Family members sometimes get Power of Attorney over vulnerable adults. If you had this, you could do something like that. I'm assuming that you don't, though. There are steps family members can take through the court system to get someone involuntarily committed, but it is a long process.I deal with situations like this everyday on the job. The only time an adult can be committed against their will is if they are deemed by the doctor (such as at an emergency room) to be a threat to self or others. For insta"
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"No, that's perfectly normal. You're under 18, too. You're only a year older than she is. This is absolutely normal. What would be wrong is if you did anything to her against her will. Always remember that NO means NO, respect her, respect yourself, and be a normal teenager! Have a healthy relationship. Holding hands, kissing, and more should only be done when both are comfortable with it and agree to it. Although it is frowned upon by a lot of people, it's no secret that teenagers do have sex (even if their"
I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad does,"First, thank you for sharing such deep personal information. It can be difficult to share such intimate information. To begin, it sounds likes your primary concern your desire to speak to someone who takes your mental health seriously. You've tried talking to your parents and your friends and neither have made that connection in the area you need. I'm sorry to hear that. it's unfortunate. However, I think a couple things can be done to try to address this.If you want support1) Parents- Sit down with one of "
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",I just want to understand before I answer. Who exactly is complaining?
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than",Absolutely. Your question shows that you are going through a lot of pain and I'm sorry for that. Many couples go through this disconnect and hope to come to reconnect before things get to a breaking point. What I think can help is the following:1.) Understand what his primary concern is2.) Understand what your primary concern is3.) What would you like to see different?4.) What would he like to see different?5.) Be honest about your concern with him having friends (Be ready for honesty)6.) Help him understan
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me. Could it be that there is something they don't like about me? I don't understand why they won't answer","Sorry to hear your friends aren't responding to you. If these friends are in-person as well as online, perhaps going to them in person and asking talking to them about your concern. Perhaps it's the way you send messages or the way they are receiving them. if they say no, then a simple request to respond to your messages. Measure the result and notice if there are even small differences.Also understand, why this is so important to you. Ask yourself, why it's so important for you to receive these messages fr"
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"No. You are not a pedophile. You are both under the appropriate age where it would be seen so. Your both only a year a part so this shouldn't a worry to you. Like Frank said below, Pedophelia is a problem that won't apply to this situation."
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. I feel like I don't want to be without my genuine love for him, but logically, I know I ne","One of the most challenging areas for people to deal with is getting over the the person you have loved so much. It's a catch 22. You know mentally that it's not healthy to think about them. However, your feelings are still there. Moving on is tough. It takes time for feeling to go away. That's the thing, it's not the person you're trying to get over, it's the feeling and the idea of them that is that makes it difficult. You've learned a lot from the relationship and time will help.Activity will also help. "
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family. However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relatio","To begin, I'm sorry to hear about your situation. Like many of the professionals have stated, infidelity is a very difficult obstacle to move forward from. It's not impossible. While forgetting is probably the hardest part, forgiveness is something that can and will happen. There are things you can do to help yourself.The first this is identifying what you feel is best for yourself and your children. That means being honest with how you feel being in this relationship on a daily basis and understanding how "
My fianc and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. I recently found out he cheated on me with another women. He says he wan,"Hello. Thank you for your question. Many couples that experience infidelity in their relationship face this important question - ""is it possible for us to get past the cheating, or should I just move on?""Deciding to stay or leave is such a personal decision, one that only you can make.When an affair is disclosed or found out, it can have a traumatic impact on the betrayed partner. The betrayed partner might be overwhelmed by intrusive thoughts - Wanting answers to specific questions - Wanting details. And t"
My fianc and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. I recently found out he cheated on me with another women. He says he wan,Finding out about an affair is quite an emotional experience. It's usually jarring. I encourage you to give yourself some compassion about emotions that you have.You asked whether it is possible to get past the cheating and the answer is that it can be. It depends on many factors.I would recommend that you see a therapist who specializes in working with couples. There are certain ways that both of you could learn more about yourselves and each other that may actually serve to make your relationship stronger
What makes a healthy marriage last?,"A resource I think is helpful to learn more about ""what makes a good marriage"" and steps toward doing so is Dr. John Gottman's book: ""Seven Principles for Making Marriage Work.""Dr. Gottman is a leader in this field and has done extensive studies with couples to determine what behaviors are key in making a marriage work and what behaviors could predict divorce. I think this book might be a good start if you're wanting to learn more about how to have a long lasting relationship."
Does counseling really do anything that can help people?,"I believe that counseling (and finding a GOOD therapist) will be of significant help when the individual seeking therapy desires change, improvement, and overall growth. Most counseling involves homework and a level of commitment outside of session that also contributes to resolution of problems and an ability to cope with stresses in a productive way. Here are some of the key ways that therapy can help. 1. Helps to define the problem and gain a clearer understanding of where it originates. Many people seek"
I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad does,"One of the most difficult challenges we face is not being heard! It is incredibly frustrating and hurtful when others, especially parents, do not listen. While your parents surely love you and want to understand you, it may be difficult for them to fully understand your feelings and experiences. They are quite a bit older and have likely not dealt with some of the struggles that you face. I would suggest communicating your feelings to them about not being heard.Talk to them during a non-emotional moment whe"
I know I need to deal with my depression. But I don't know how and I don't want to tell anyone. How can I deal with depression without telling anyone?,"Hello,It is completely understandable that you would not want people to know about your depression. I would first like commend you for realizing that you need to help with your depression by reaching out here. That is a great start, and you've taken the very first courageous step.Depression can feel debilitating and overwhelming. Depression is also a very personal thing and no one has know but you and the therapist. The best way to begin learningand dealing is to pick up the phone and call a therapist or em"
"I have several issues that I need to work through. However, I am afraid of and do not trust therapists after a horrible experience. I'm dealing with grief and guilt over losing my sons due to drug use. I have a very complicated traumatic relationship issue","I am sorry that you had this experience. Therapy should be a healthy positive experience off g growth.You have the right to look for certain high qualities in a therapist and finding the right one. Each therapist is bound by a code of ethics and clients should have high expectations. You are trusting them to guide, support and help you achieve the absolute best outcome and success.You should never be or feel judged, and you should feel comfortable and feel as though your therapy process is moving along with"
"I don't remember when the voices in my head started, but I remember Hearing them when I was little. I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How ","First, let me express my support and compassion for what you're going through. Hearing voices can be incredibly difficult and can feel like you can't get a moment's peace, even in the privacy of your own mind. And not everyone will necessarily understand what you're dealing with, so I imagine you may also be feeling isolated or somehow different. Atta girl/boy on reaching out for help!Many people find benefit to taking medications, such as risperdal, seroquel, and so on. These should be prescribed by a nurs"
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,"First, let me extend my compassion to both of you -- it sounds like you have a lot on your plates. Childhood trauma carries its negative effects into our adulthood and affects everyone who loves us.Your question is brief, so I'll just try to give general answers as best I can. From my experiences treating many people with your boyfriend's experiences, the short, healthy answer is that you can't fix the situation and maybe not even be able to help. He needs a professional. Period.What you cando, is take care"
My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather. I was adopted in by his dad (who just p,"Hello, My heart goes out to you, your brother, and your family, dealing with a very painful and difficult situation.In New York, you can't institutionalize someone else directly. You can, however, call the police or EMS. If they agree that he would benefit from hospitalization (and it sounds like they would), he can be held in the hospital for up to 72 hours, whether he agrees or not. Some hospitals will not hold a person that long, in spite of what we might want. I have seen many patients in and out of hos"
I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies I've been str,I would want to know where do you put your needs? Often times we show people how to treat us based on how we treat ourselves. First identify how to practice good self care which can only happen when you are authentic and real about your needs and desires. You cannot pour from an empty cup and must take find the time to explore your purpose in life. It may be helpful to seek out additional support to work on your intrapersonal relationship.
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.","It is difficult to implement healthy boundaries when the person is a parent or family member. I would encourage you to identify how it makes you feel after talking with your mother. Work on establishing healthy boundaries where you do not feel obligated to engage the complaining daily. Maybe setting a time limit to talk with your mother and practicing how to be assertive and not disrespect or aggressive. Helping your mother understand how you feel using ""I"" statements i.e ( I feel _____ when you call to tal"
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey."
I'm obsessing about a terrible breakup. Everything is a constant reminder. How do I move on?,"The best way to move on is to give yourself sufficient time and space away from your ex so you can heal. That means no checking out your ex on social media platforms and no contact. In order to move on and diminish the obsessions, help yourself recognize and accept that the relationship is over, and make sure to get sufficient support in processing all your feelings. Once that takes place, it can be useful to explore and process with a professional the meaning of the relationship and to understand your part"
"I've always thought that there wasn't much good out there for me. Now that things are actually going well, it kind of scares me. I spent most of my life feeling unwanted and figured I would be alone. I recently met a great woman who seems to really like me","Hi! Thank you for your question. It's tough to be in a healthy and loving relationship when we believe we are not worth it. Quite often being in such a relationship is very uncomfortable as it goes against everything we believe about ourselves.First, I want to say you are very brave to open up yourself to the relationship with this wonderful woman you met.Second, I would like to invite you to treat yourself with compassion as you are entering this unknown territory for yourself. Doing something new and tota"
"I have PTSD. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago. How can I get my life back?","Hi there,I hear you, PTSD has a verydebilitating effect on your whole life. I know that from personal experience. Recovering from it is possible and doable!First is step is to acknowledge to yourself that your PTSD symptoms are a normal reaction to an abnormal and traumatic event. The nightmares, the anxiety, the heightened startle response - are all typical human responses following exposure to a frightening event. It's important that you don't blame yourself or your body for reacting this way, rather appr"
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.","This sounds like a possible boundary issue. Boundaries are important in relationships. They are invisible lines that we will or will not cross. It is up to us to create and hold them. We have the ability to rethink them and change them as needed. It sounds like you have thought it through and would like to makes changes in the relationship between your mother and you. In the main question, you want to avoid the family member, however in the following comment, it sounds like you may just want the avoid that "
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol. But now, even if I don't do anything wrong and don't embarrass myself, ","Hello, I commend you for your courage in taking a look at the role alcohol has in your life. It sounds like you're concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not. I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an ""addict"" or ""alcoholic."" You might have a ""problem"" but that does no"
"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for t","You're in a difficult situation and on behalf of you and your child, I commend you for trying to find the right thing to do.Short version: your child needs you as much as possible. period. Always. We used to think that children were almost always harmed by divorce, unless there was extreme conflict or violence. More recent data shows that children are not necessarily harmed by divorce if they keep both their parents. In other words, the damaging part is losing half of themselves and losing the value of bein"
I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"It sounds like a tough time and it's normal to feel down when your family is going through a divorce or other hardship. There's a difference between feelings like sadness, discouragement, grief, loneliness and depression, though. Sadness is sadness and sometimes we have to go through a grieving or other process, that is a normal reaction to events in our lives. Depression, on the other hand, is more about being stuck.Lulling yourself with self-care sounds like a healthy response and a way to give yourself s"
"I've always thought that there wasn't much good out there for me. Now that things are actually going well, it kind of scares me. I spent most of my life feeling unwanted and figured I would be alone. I recently met a great woman who seems to really like me","You're in a lot of good company and it's great that you're in a positive relationship. Congratulations!I often hear people talk about loving yourself and self esteem. We often seem to blame ourselves for not ""loving ourselves"" enough or put ourselves down for having low self esteem. It seems to me that since we are essentially socially beings and in fact, need each other for our survival, we really know who we are through our many interactions with others and with our environment. In other words, you can't "
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"It is totally normal - you have a lot riding on this and you're invested! Think about why you feel so shaky - is it something about the therapist or their style? If so, it would be a good idea to talk with them about it so you feel more at ease. In any case bringing up your feelings about therapy intherapy is totally appropriate and even necessary. Good luck!"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"I would be more concerned with how is this being addressed in therapy. Therapy can be a rewarding process, however often times we do not pay much attention to the messages being sent to our bodies. I believe in somatic therapy which deals with our mind & body connection. I would think it may not be a question of normal or abnormal however if it is impacting you then you must pay attention to that. It would be helpful to explore the feelings you're having with your therapist. It may be something that needs a"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"Thank you for your question. It's completely normal and natural to feel nervous before a therapy session. Many people report having felt this way.I can't say enough regarding the amount of courage it takes to reach out and attend a therapy session. For many people, it can take weeks, months, or even years of contemplating whether to see a therapist or not before actually contacting one and attending the first session. It takes courage to want to work through any struggles you may be having or personal growt"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Everyone has different experiences going to therapy. Being nervous can be a typical emotion one might feel. Emotions are our body's way of telling us important information about ourselves. I would suggest talking openly in your sessions about this. That way you can process your thoughts and feelings with the guidance of your counselor. There are probably underlining emotions (fears or insecurities) that are being stirred up during your therapy sessions. Your counselor might suggest individual counseling dep
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"Hi there,Thank you for your question. It's absolutely ok to feel nervous going to therapy. I have experienced anxiety going to see my own therapist. There can be a few reasons why you might feel this way.First, it is always unnerving to see a person who is a stranger and to share intimate things with that stranger. You mentioned it has only been a couple of sessions. Your anxiety might subside as you continue to see your therapist and grow more comfortable with him/her.Another reason why you might feel part"
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we","Hi there,Thank you for your openness about the challenge you are experiencing in your relationship. Sexual intimacy is an important part of many people's life, but how much importance is placed on it varies from couple to couple.The first step would be to have an open conversation with your husband. It's important you are both open about what you desire from sexual intimacy and how much intimacy each one of you wants. For example, asking your husband how often does he want to have sex/ week or /month. When "
I'm obsessing about a terrible breakup. Everything is a constant reminder. How do I move on?,"Hi,Break ups can be very devastating and even traumatic. Recovering from one is a process that is unique for everyone person and will take time. It's important that you don't compare yourself to others. Each and every person will experience this grieving process differently. Here are a few tips to help with your recovery:1. Make sure you surround yourself with people who love you and support you, friends and family. Even though you might feel like being alone, make an effort to be around them.2. Although yo"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"""Normal"" can be an insidious word to use because it can undermine your sense of worth. It implies there's one particular way you should be behaving and can leave you feeling crappy and ""abnormal"" if you're not behaving according to that prescribed standard. Instead, what I'd recommend is to pay attention to your emotional experiences when you're attending therapy. Explore your feelings and thoughts without judgement and try to reflect and understand what's going on that's causing you anxiety. Once you figur"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"Hello there. You ask about being nervous and shaky walking in to your therapy session and want to know if its normal? ... I realize there a few ways to look at this. I presume you weren'tanticipating feeling this way; and probably hoped to feel the opposite.. Well, my initial response is yes, sure, it can be within reason to feel this way. Have you been in therapy before? Is this somewhat new? That could be part of the reason. But either way; new or not, I think when are entering into a meeting that holds p"
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"It's normal to feel a little anxiety--after all it's an important encounter for you. My suggestion is to discuss this with your therapist, let him/her know how you're feeling, especially if you feel as though your level of anxiety is impacting the quality and benefit of your sessions. You might try some relaxation techniques prior to starting the session, deep breathing, progressive relaxation, core muscle dis-engagement--If you're not familiar with these techniques ask your therapist or write back."
I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,"As far as I can tell, you received unwanted attention, but you didn't do anything wrong. What did your instructor say? Anything? If the outfit was not appropriate then the instructor should tell you--If he/she didn't then assume the swimsuit was okay, but the gentleman in the class wanted your attention and took it upon himself to comment, in order to get that attention. If you don't want his attention then you have a couple of choices--wear a shirt over the swim top, find an inexpensive swim top to replace"
"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for t","If you have a good relationship with your child then you have already accepted and been accepted as this child's parent and you have a commitment and an obligation to play that role. If you suddenly absent yourself from this child's life then you may be doing real damage. Working out an arrangement with the child's mother for regular visits the child can count on and committed to by both parents will serve the best interest of the child, which I assume is what both parents are truly concerned with. The visi"
"I'm always listening to my husband, but it feels like he never listens to me. How do I get my husband to listen to me instead of me listening to him all the time?","Have the two of you ever discussed how you feel? I know given the nature of your question that's probably not likely, but I'm going to suggest it any way. He needs to understand that how you feel about this issue equates to not being as happy in the relationship as you could be or he thinks you are. So start there, that may be more of an attention getter than ""you never listen to me"" yes I do etc. Direct opener: I'm not as happy in this relationship as I think we both deserve. Pause, and if you won't let me"
"I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone",There are many possible ways dating your boss could go awry and jeopardize your occupational well-being so my recommendation is to hold off on presenting your boss with a personalized gift and instead focus on building attraction and romantic interest with someone who is not at the workplace. Sometimes the element of power and unavailability can heighten our sexual interest but that doesn't mean it's a healthy idea to pursue someone who is in a position of power over you at your workplace.
