Context,Response
didnt trust wife found new guy friend texting calling investigated found gay nothing going wife fight trust,instead fighting trust possible wife talk areas upset youwhenever feelings hurt knowing exactly problematic heard understood partner goes long way building trustthese type discussions hard especially first time lot emotions arise often people lose conversation focus thisif wife tough time opening consider scheduling time couples therapistjust committing time invest relationship show faith relationship may contribute restoring trust
overwhelming desire watch wife sex another man talked said idea excites end dont want disgusts stop wanting give ive struggling years wont go away way mid wife mid,try understand ambivalence wish fulfilledsince wife relationship sex another man affect emotions wifei suggest prepare emotionally go ahead sexual arrangementby anticipating jealousy feeling helpless control control since wish fulfilled feelings able expect youll prepared actual emotions episode may also resolve conflicted feelings creating eventthere lot unknowns situation youre considering partner key satisfying sex wish active understanding unknowns good way keeping relationship strong overall
moment wake hear think voice head even hear saying every word im thinking lay sleep think weird crazy things voice never stop talking dont know thinking never stops ill lay bed hours thinking weird stuff mention talk lot mostly head loud well,voice head sound different voice talk people go usual daily great big difference type problem youre feel voice belongs someone besides areif hearing selftalk turning mind goes life reflecting alternatives either would like done differently certain matter anticipating future situation problem voice head may high degree stress uncertainty life right loud symptom severe agitation loneliness sense understood would concerned voice head would actual content voice talking
im female freshman high school question male best friend start freshman year dated week parents ended said young date dating really sweet senior girl month two nothing except fact tims heart convinced love maybe dont really believe lately tim expressing concern going happen sally leaves college end term year hes asking help sally girls like show much loves hes also thinking breaking wont deal leaves seems really torn want know say help leaves knows still crush doesnt rub face hes good guy want actually help recover think maybe another relationship us time comes support show im without wanting hook make feel better convinced hes never going able love anyone ever think ridiculous,first think great willing able help friend issues regarding current relationship despite fact feelings think best thing let know wants talk things also help presenting options help weigh pros cons decision ultimately decide know wont able heal pain feels girlfriend leaves friend simply listening validating feelings understanding regarding question without wanting hook upim sure possible care friendship level desire likey matter careful take care dont jeopardize happiness trying help issues good luck
husband got huge dispute said wanted divorce left still come home lot see kids filed yet even though still said mean marriage,situations like cases probably fill anytime soon fact isnt ready give life yet probably pressured yes would probably give hasnt big issue anymore something guys arent talking right everything hold
moment wake hear think voice head even hear saying every word im thinking lay sleep think weird crazy things voice never stop talking dont know thinking never stops ill lay bed hours thinking weird stuff mention talk lot mostly head loud well,nan
violently raped another women friend years im bad flashbacks im scared sleep see dreams dont leave house panic attacks,im sorry sufferingthere therapy programs help people gradually feel ease daily living feel frighteningonce feel stronger secure behavioral program youll able sleep peacefully leave house whenever necessary regular lifethen able open clear deep emotional hurt always occurs violated trusted friendsending good wishes work
im early ive married cheated ever since ive felt ugly matter im engaged still feel ugly dont like take pictures,sounds though youre taking blame bad actions former husbandhe ugly action instead feeling emotions response cheated holding ugly behavior within feeling itdoes sound like possible explanation feeling ugliness started cheating incidentyou may start feeling better looking within heart full effects hurt possible suffering within youve realized nowas address emotional pain youve lived feeling ugliness may drop youd focused ugliness introduced life cheating ex husband
moment wake hear think voice head even hear saying every word im thinking lay sleep think weird crazy things voice never stop talking dont know thinking never stops ill lay bed hours thinking weird stuff mention talk lot mostly head loud well,first lets make sure voice one hear outside head giving either case please visit psychiatrist accurate believe asking support order quiet reactive mind also called selftalk automatic thoughts mind talk etc anxious thoughts tend start racing battle inside even start judging thoughts sounds like idea racing thoughts giving extra stress created feedback loop cbt cognitive behavioral therapy excellent behavioral interventions break free start behaviors distracting fun healthy calling friend going movie getting exercise may also behaviors slow heart rate like deep breathing yoga amazing well slowing body slow mind many behavioral techniques calming mind pick mindfulness meditation book cognitive aspect question idea recognizing thoughts distorted challenge rationally example behaviors mentioned get benefit stated idea never stops may accurate comments thoughts weird crazy judgments making examples cognitive distortions challenging may slow inside course book living yes handbook human filled ideas behavioral cognitive improvement chart shows different characteristics voice sacred voice inside learn living yes wwwlivingyesorg may also want find qualified cbt therapist town searching top clinicians listed wwwacademyofctorg hope find peace soon keep breathing calmly get rest mark
anger issues worsened years ive never dealt emotions anger never expressed physically past year girlfriend endure episodes love think im lose already havent throw things im angry sometimes hit may hit enough cause harm still physically lash dont want lose dont want situation worsen lesbian early dealing anger since childhood im ready change need help im explode,good recognizing change made quickly regardless whether girlfriend leaves relationship taking control anger needs happen sooner later left unresolved follow relationship talked therapist would suggest take step first therapist help explore source anger teach new adaptive ways dealing anger youre able get professional help would advise start recognizing emotions becoming escalated take time anger turns aggression feel becoming heated excuse situation go quiet place walk practice deep breathing clear mind problem focus breathing inhale slowly counting four exhale slowly counting six dont get discouraged doesnt work right away deep breathing takes practice return situation girlfriend calmed confident going hurt anyone might also want ask girlfriend remind take break recognizes emotions escalating know help support especially therapist issues resolved new ways coping learned good luck
husbands exwife married man charged seven felony counts pandering involving minor admission addicted child pornography stepdaughters teenagers know husbands exwife kept information stepdaughters stepfather issues regarding pornography addiction recently exwife minimizes saying repented constant strain husband knowing girls living man addicted child pornography therapist believes girls told exwife says therapist says opposite,lorain youre correct husbands exwife seriously minimizing problem strong opinion book safety children trumps potentially insulting hurting feelings adults course girls told right know voice one im concerned though believe husband right insist daughters safe home clear evidence man safe woman putting comfort simply doesnt want deal partners situation fears anyone elses needs safety two vulnerable girls honestly kids wouldnt even visiting home man present repented worth risk decides stay natural consequence known perpetrator home access vulnerable children home
anger issues worsened years ive never dealt emotions anger never expressed physically past year girlfriend endure episodes love think im lose already havent throw things im angry sometimes hit may hit enough cause harm still physically lash dont want lose dont want situation worsen lesbian early dealing anger since childhood im ready change need help im explode,hi baton rougeim glad youre reaching first step taking responsibility behaviours hear minimizing actions say dont hit enough cause harm youre headed right direction hope pursuit treatment learn harm youre causing isnt superficial bruising effects using aggression anger control person deep lasting wounds please seek treatment immediatelyyou say love girlfriend love enough leave relationship address issues brave enough lean relationship learn create safe place partneryou dangerous habits dont know manage emotional pain unlearn doesnt mean youre bad person sometimes however relationship done hurting best ended sakes much damage donei know dont want lose dont dont right trap youre afraid alone right needs space figure whats best freedom make whatever decision wants potentially first step learning real respect honouring need safety need comfort wish well
im feeling different towards husband feel growing relationship husband six years married almost five dont feel connection anymore feel nothing dont know im irrational,lacey im glad wrote thousands people feeling right im glad youre paying attention first meet someone kinds sparkly feelings say lots things cement attachment create deep intimacy connection happens connection established instinctively cut back loving behaviours dont work hard earn love anymore sparkly feeling typically lasts years long enough procreate keep human race going wears bit end looking thinking come dont feel anymoremostly always ill get minute means youve stopped loving things used though filled car gas youve run gas youre forgetting put inthe first clear solution feeling bring back loving behaviours youve cut back act lovingly likely regain feelings talk partner okay say remember used xy z get foot rubs used give ask want instead complaining love languages partners marriages need fed simple many things get waychildren jobs mostly complacency get active loveokay might read think thats whats happening thats cue talk someone like therapist feelings people grow change sometimes relationships dont fit anymore huge decisions made lightly wish happiness
husbands exwife married man charged seven felony counts pandering involving minor admission addicted child pornography stepdaughters teenagers know husbands exwife kept information stepdaughters stepfather issues regarding pornography addiction recently exwife minimizes saying repented constant strain husband knowing girls living man addicted child pornography therapist believes girls told exwife says therapist says opposite,daughters old mature enough understand substance abuse told empowerment knowledge power safety protection
decided stay work dont want sit couch getting situation dont feel fair expects sit couch wont leave alone move continue love laugh play wife dont want sit couch,houston normal kind thing trigger get dont want sit keep refusing keeps affair alive assume cant afford new one ideally buys new couch certainly would gesture love help move forward interesting see theres anything else keeps problem alive couch long gone
toddler defies everything say doesnt see authoritative says everything id like hear ways work needing feel much control time,hi biddefordthis super goal feeling powerless something parents wise get used theres creature home whose job find use power family world course toddler defies thats healthy worry overly compliant ones wanting know rules show clearly lines ill give tipsfirst remind job learn rules power dont surprised wants way go days ready prepared beautiful creatures minds less caught guard happens avoid situations invite power struggles time tell daughter set power struggle good thing shes young enough pick time teach moms dads word means something say lets get dressed prepared pick right away show say something happen make happen im talking gently picking herenot roughly pick battles give instructions power make happengive choices see power instead opening drawer asking wants wear give two choices heres exampleshes ipad say ipad time says say ipad time put play later take away dont play later choice follow throughwhenthen statements really helpful child asks something instead saying try soon toys picked snack youre simply pleasant parent wants thing dobut earn staying calm key least feel control ultimate goal use selftalk calm remind behaviour normal healthy breathe moment would reacted time breath done give time think make parenting decisions time useful tool enough parents use good luck
boyfriend together five years throughout entire first day met opportunity interact quite lot instantly sparked deep connection one another night friend stayed house without moms acknowledgment kissed next two days repetition first day third night mother finally caught us kicked house left course went meeting like married couple hard us stepdad also kicked home staying cheap hotels friends houses little money quit job dropped school hard anything without stable home times nowhere else go sleep car outside walmart parking lot honeymoon stage call probably lasted one month downward spiral constantly arguing money food families kept famous youre wrongdo way argument six months moved across country live thing thats violence started one afternoon serious argument got truck threatened leave frightened would actually go word given moved place knew one told let leave would hit promised would never touch challenged slapped ever since time serious fights loses control hurts havent courage leave theres really nothing stopping dont live dont depend dont children havent able let go deep connection still damaged badly always apologizes beginning willing change wants understand dont ever make effort try okay ive read enough domestic violence know fault loses control thats even issue know change want know theres people gone tables turned hope better future together,hi winters learned long time ago cant ever predict change wont meet couples seem ingredients cant make work others severe issues decide make better decisions things change reading story image slot machine came mind youre gambling life away chance guy change decide many years give see giving clear signs doesnt even believe want change though waiting foralthough say know behaviours arent fault something tells youre hoping love turn key unlocks something makes want change doesnt work way like slot machine power change make work decide youve paid much bet theres someone loves misses hes support
girlfriend broke five months ago said awful things one night reason trying get back isnt easy one want life killing every day cry desperate help,new york would mean got back way like forgive yourselfif forgives takes back self respect doesnt need rely working simply doesnt want every day refuse honour decision another day hurt move heal perhaps help therapist
im teenager entire family needs family therapy likely individual therapy parents refuse take action im tired way get,sounds like really tough situation teenager may able get counseling without needing parents consent circumstances parents refusing consider counseling might want try talking doctor another trusted adult finding counseling resources even without parents help
domestic abuse situation went therapist husband went therapist discussed assessment borderline personality disorder told abuser results tests,sounds like may violation confidentiality therapist disclose information without permission exceptions general rule confidentiality however example therapist reasonable concern client someone else imminent danger generally allowed disclose confidential information protect personif believe counselor violated confidentiality always contact states counseling regulatiory board board investigate allegations take appropriate action
love boyfriend everything leads sex comes actual penetration hate dont know want feel like crying dont know dont like friends enjoy,although entirely sure might struggling area initial question want sexually active time something feel pressured feel pressured sexually active friends boyfriend understandable want would encourage ask boyfriend patient time figure going encourage think deeply reservations sexually active fear pregnancy problems relationship afraid emotional intimacy another question comes mind whether history sexual activity consent might getting way types traumatic events occur people essentially become triggered negatively anything reminds past trauma events cause aversion sex even loving relationship one wants sexually active case strongly recommend individual therapy begin working issues final area might explore would whether experiencing pain penetration would recommend schedule appointment gynecologist rule type medical issues might causing problems although pain also associated emotional issues always good rule possible physical causes hope ideas help point right direction take care
toddler defies everything say doesnt see authoritative says everything id like hear ways work needing feel much control time,thats good question would say learn pick battles types behaviorsituations let go allow worry various areas life cannot control find stressed unable manage everything know toddlerhood comes lots nos tantrums noncompliance growing need independence toddler something dont approve remain calm explain himher appropriate way act model himher remember give toddler praise heshe something good acceptable consistent follow instructions finally know alone parenting comes set challenges best good luck
love boyfriend everything leads sex comes actual penetration hate dont know want feel like crying dont know dont like friends enjoy,boyfriend notice hate sexif yes topic two would gain deeper understanding discussingif possibly one reason hating sex boyfriend doesnt notice person simply physical body engaged sex
afraid dont understand,fear somewhat reasonable one wants raped imagine everyone afraid raped would feel likedo mean fear mind often would likeif case try understanding reason behind fearis personally know know someone raped one general direction would help regain confidence decisions keeping safe trust avoid social situations lots drinking isolated physical surroundings isolated locations someone youre familiar probably fear decreasethe general direction understand family history people violated severely either emotionally mentally physicallyin families people suffered severe violations often emotional patterning expecting hurt others plants deeply transmits younger generationits possible suffering fears established family members yet able fully understand accept sufferingthe good news individual therapy credentialed licensed therapist ideal safe place open clear type emotional burden
idea happened go places things still feel lonely honestly friends always one texting people bothering people feel invisible like someone one wants around,lot times us creates need seeing people creating circumstances situationsis possible time period life alone positive sorting true values sorting key situations lifeif yes possibly giving alone time even though degree alone first choiceat least since arent happy one texts others alone time may encourage new thoughts ideas creating open space within attract people enjoy texting firstalso relationships forever possible phase relationships simply closing clear space within life new different activity
toddler defies everything say doesnt see authoritative says everything id like hear ways work needing feel much control time,trust good mother love childtrust love authority come different inner place urge obeyedtrust love effective guidance usually feel happier lighter
diagnosed posttraumatic stress disorder due military experiences year ago car accident could experience add problems,right recognize effects trauma cumulative possible car accident could lead increase ptsd symptoms related traumatic experiencesif deployed combat area likely eligible free counseling services va vet centers vet center clinicians typically lot experience working military trauma heres link directory vet centershttpwwwvagovdirectoryguidevetcenteraspyour service sacrifice greatly appreciated
whenever run situation makes upset angry tend start cursing badly offending person confronting say mean things let anger whenever people tell stuff relationship like starting rumors saying negative things relationship lash boyfriend feel like keep causing drama due personality want better person learn let things get happy graceful hurt ones love words want better,taking accountability actions seeking help excellent first step wonder anger coming learning root shed light problem provide relief would also suggest selfexploration see therapist individual sessions order gain clearer insight cause also several actions take help control anger communicate effectively would recommend try take time outs feel becoming upset excuse take time either think appropriate course action redirect thoughts together often become angry difficult see issue clearly emotions get way deep breathing exercises close eyes breathe slowly count breathe even slower count practice minutes times day focus nothing except breathing time becomes routine easier apply situations angry upset change negative thought patterns try recall aware thoughts particularly feeling angry thoughts telling valid logical factual evidence support negative thoughts often answer learn stop negative thoughts replace logical positive ones communicate effectively speaker want use statements telling person feel instead blaming himher using statements example might say something feel sad dont come home decent hour dont get spend time versus always stay late dont even care speaker also avoid using black white language always never etc listener want validate hear person knows listening also want responsive offer fair solutions wish luck using tools learning anger comes
family issues dad violent cheater,imagine incredibly difficult must past traumatic experiences creap without warning scary stressful may suffering symptoms related posttraumatic stress disorder getting evaluated professional would good step take next seeking treatment therapist trust connect gain ability think experiences without significantly interfering daily functioning therapist also help develop new coping stragies used recall experiences help adopt healthy thought patterns would also recommend seek support loved ones sometimes talking experiences associated feelings alleviate emotional troubles suffering lastly may find meditation mindfulness work great benefit ability live present moment reduce effects traumatic experiences interfering recalling past looking forward future wish best
family issues dad violent cheater,hi new york theres way keep past affecting present future huge part good news though effect doesnt negative im met many people horrific pasts helps know confidently every day kind person want kind world want live helps make really great decisions accept past integrate traumas move forward different way see negative ways past affects also common wise seek professional help without knowing impossible give lot direction basically past creates emotional bruises touch triggered present situations reactions often present moment think know thati wish best sort
course days wife unsure feelings due constant intimacy issues thought things came realization longer love attracted romantically instead platonic love cares family point said marriage course last days taken friendship coworker insists nothing friends spent free time,hi portlandthis must feel like world turned upside wife declare confusion followed closely resignation followed closely new friend get upsetting isif therapist id want explore good deal several possibilities concerning might happening careful jump conclusions sometimes people slowly falling love long time often due perhaps unnamed unmet need marriage may coming point period time finally said also possible wife going temporary crisisshes changing personally unhappy blaming marriage help could get help therapist place tell possible shes met new friend attachment clouded view clarified something right important respect wifes decision separate shes asking cant trap people marriage needs separation distance respectful give thatthat doesnt mean give marriage right would seek support therapist help sort want whether move life wait patiently period time cant predict happen find best path wish best
daughter didnt see biological father last three years doesnt want see remember really bad things domestic violence child abuse visitation supervision refuses see better take daughter therapist try see therapy,hi dillonim canada dont know laws state depends good deal perhaps opinion child never forced situation feel unsafe even supervised child old enough make strong statement wanting see parent honoured unfortunately laws dont always uphold parents right best child recommend see lawyer advise proceed without putting risk breaching custody agreementsif feel daughter benefit therapy separate question already therapy family therapist typically meet alone first order determine therapy wise move child isnt always appropriate
partner seems always get depressed fact kids see go divorce process especially mother kids keeps making feel bad using kids excuse get back feel like telling go back family forget,hold sanger know meet lot people sick crap ex puts divorce process yes wonder best go back dont think soif ex using children manipulate generally controlling separation process thats confirmation getting right decisionyour partner feels powerless change current situation course many things beyond control exs behaviours one accept powerlessness lean okay many things power thats focus power give children happy dad thats huge thats left id guess bet main barrier happy guilt feels thats exs voicethats wants feelto give letting win ending marriage order happy right intentionally harmed children hopefully hes aware separation affected hes working create peace balance lives hes let go shame wants feel crippling himhe power separate emotionally ex hes lets words control emotions hes still reacting hasnt completely left yeta good therapist help partner regulate emotions combat shame create emotional distance ex erect proper boundaries needs support moving forwards going backwards wish best
whenever run situation makes upset angry tend start cursing badly offending person confronting say mean things let anger whenever people tell stuff relationship like starting rumors saying negative things relationship lash boyfriend feel like keep causing drama due personality want better person learn let things get happy graceful hurt ones love words want better,congratulations making way step one selfobservation deciding change feature understand relate othersthere extraordinary strength willing notice effect others consider changes possiblestart inside track heart mind youre able understand driving emotions point reasonable way handling curse offend people youd gotten long way knowing expectations others far mark mind arefor example expect others always accepting tolerant happy situations boyfriend youre hearing otherwise people prepare possible less positive comments relationship ask people comment relationship allbasically know willing accept right ask others respect views easier calmer time youll handling comments others youre glad hearingalso long process youd trying change long time deep patterns interactingbe patient learning curve certainly consider therapy order outside guidance support process youre placing
family issues dad violent cheater,sorry growing years family unsafe painfuleveryone family legacy patterns behavior ways handling emotions handed simply livingall child observes treated within family context creates foundational expectations othersthe best way releasing form hurtful interaction patterns aware feelings intuition within close relationshipsif similar sense hurt something wrong yet familiar way likely relational pattern similar negative ones family originthis realization moment chance deeply see original trauma try different ways responding similar key situationsthis type work takes lot repeated effort trauma deep childhood trauma attached loving ones parentsexpect slow progress expect tearsif feels overwhelming therapist guidance support would beneficial work youd within yourselfsending lots good luck
boyfriend recently got kitty hate cats general knows grosses makes upset pets cat want throw cat feel jealous,sorry sorry cat youre tense positionwhat context boyfriend adopting cat since aware would likely cause problems relationship youif dont already know answer find tell lot boyfriends expectations expect accept without question whatever care views cat deep meaning one essential life never told soplease dont mean cat cats fault boyfriends carethere plenty cats earth throwing cat solve anything boyfriendwho knows boyfriend may come back home three catsstart conversation feelings interest feelings
daughter didnt see biological father last three years doesnt want see remember really bad things domestic violence child abuse visitation supervision refuses see better take daughter therapist try see therapy,father visitation supervisor contacted regarding daughter hasnt shown past three years worth supervised visitationor supervised visitation new development bio dad daughterif one pressuring expecting daughter show one even asked isnt present dont see reason offer effort daughter father willing make seeing herif daughter willing talk therapist let find first hand sessions seem useful notthe one move id avoid force daughter go therapist since growing household child abuse took place forced may remind feelings past feeling one heard cared way wanted treated
whenever run situation makes upset angry tend start cursing badly offending person confronting say mean things let anger whenever people tell stuff relationship like starting rumors saying negative things relationship lash boyfriend feel like keep causing drama due personality want better person learn let things get happy graceful hurt ones love words want better,hi californiaim happy hear want get hold problem relationships dont tend last treat people poorly possible learn different ways relating strong effort would highly suggest working therapist give things think interimsometimes anger feel something unjust unfair many times anger secondary emotion simply protect us vulnerable emotions would rather feel anything avoid discovering vulnerable emotions protecting important perhaps feel powerless unloved unimportant may take time recognise emotion ask times life felt emotion originate age feel much feelingso much cant stand even tiny amountsyou learn therapy identify thoughts connected feeling typically incorrect thoughts like one lifes people always hurt fear tends generalize predict bad things arent likelyyour habit strong likely poor sense selfworth dont believe people love youso hurt keep distance happens subconscious level see would help keep people balance afraid distance away didnt believe worth backwards really think youre getting mad people piss youre really wanting face mad yourselfin addition work start purposely treat people kindly find respect make amends resolve spreading peace might sound simple act though youre person peace start feel peacefulbut hope contact therapist take time support reach goal
son stole debit card lied first time lied dont know anymore dont know punish make something ive tried talking asking anything wrong grounded nothing works,hi enid sound like sensitive parent like talked son see anything wrong key information dont know sons age whether spent money whether put card back many times hes stolen answer might different depending details ill give thoughtsi see every childs job figure rules find power world order accomplish many test limits get away question find answer child knows rules theyre much likely test limits already know limits part testing limits experimenting stealing lying kids steal would say pretty much every child lies point normal behaviour time small things dont matter dont even find stealing debit card bit serious im surprised lied absolutely know took okay tell believe thing also lied appropriate give consequence type behaviour child doesnt consequence natural logical possible behaviour stealing harmful favour extra chores might good idea funny parents try tell kids lying bad know theyll get consequence tell truth natural deterrents honest dont want people know mistakes dilemma really want focus lying part tell wont give consequence lying decides come clean truth within one day gives incentive come truth sometimes works kids give chance come clean reward telling truth set child success train tolerate honesty put cookie counter tell child take cookie point day ask later took cookie youre making honesty fun kids love games basically theres much power rewarding positive behaviour punishing negative first serious offence son dont make big deal consequence see learns pattern thats different may want input therapist
hanging close guy friend started kissing afterwards said stay friends doesnt want ruin anything got relationships sexual im sexual person knows want im ready another relationship dont know ever want friends,given friend recently ended respective romantic relationships kissing sounds like satisfied natural need right natural source satisfactionsuddenly without partner difficult relationship absorbs offers much persons energy stay focused know youre ready another relationshipfrom describe friend similar feel ready new relationshipif feel ready enter new relationship friend seems attractive youll position find either approaching friend potential partner asking question interest youwho knowsit possible friend feel ready new relationship approach depending personal wishes become accept offergood luck step one becoming familiar new state single hood sorting good news bad news recent relationship
almost year since exboyfriend broke cheated many times found month hadnt told knew didnt want us break used low selfesteem think might dad alcoholic father cheated mother little wonder pain exboyfriend dating five months still cant get betrayal im sure feel get forgiveness hate helped financially break lending im grateful still hate still want like although even talking anymore follow instagram thats feel like still need validation haunting day night want focus new relationship goals keep obsessing keep checking exboyfriends instagram facebook feel bad keep nightmares,dilemmas present giving great chance understand true reasons relationshipcontinue developing points youve written herethat grew sensing andor witnessing moms emotional pain dad cheating likely set standard inner self expect similar circumstances relationship lifethis natural dynamic happens us observe growing households understand normal matter bad actually isafter children dont ability separate parents wrong compared rest cultureit natural long relationshipwhat chance distinguish reasons longingis attach someone hurt hasnt shown understanding hurt whose validation even says validating words little meaning people validate ones harm usif youre able teach love us harm us develop new expectations feeling good partner treats showing road benefit entire lifetime
newborn brought home mom told leave im womens home dont see boyfriend often works womens place helping find apartment go back work get child care,congrats birth sonwas moms request leave house one asked awhile ago greeting walked doormy question whether mom changed circumstance life whether discussed living arrangements prior sons birth whether nothing talked assumed youd living assumed wouldnt two didnt speak one another thisdepending answers may clues handling future expectations others especially momfrom write womens home supportive basic daily living needs good news people run home know offer community resourcesin interactions staff womens home ask questions necessary youll clear understanding apartment lease anything mind becoming employed finding childcarethe point major steps youre start addressedthis way youll minimizing possibility sudden bad news womens home told yousending lots good luck
married years cheated hid cheating years time let life stress became depressed finally woke felt pushed,want fix marriagethe relationship belongs one working without cooperating work one person changingthis dynamic creates problems ownabout husband telling feels pushed anything address problem feeling like thisall state blames creating situation didnt likeif nothing felt unsure anything shows understands vital part marriage okbecause affairs create mistrust two people two would also need aware regain others trusttalking much possible know goes life feeling matters helpful grow new foundation marriages future
exboyfriend boyfriend lived together two year affair girl three pregnancies one abortion another miscarriage third baby together continues contact wants back nothing offer,hi atticathis question think lot people deal withthey feel confusion cant forget get stop connecting someone absolutely know isnt good case part problem keeps trying get back touch people honestly game see much power need control dont want contact person really important give clear messages boundaries dont contact ignore communications interactions responses feed behaviour remind dont want hear already say nothing offer thats great selftalkbut lets get back question hard time letting go people like sometimes still hope change maybe remember used used treat us think go back way felt good old days problem first years intimacy grows people tend show less theyre eventually showing theyre capable people change grow wont happen pace accept person stop expecting change another reason cant let go picture ex someone new future wonder better person next partner life normal healthy thought though want stay maybe apologize heal hurts maybe make past mistakes deserve healing deserve better got deserve apologies expect person hurt hasnt demonstrated compassion yet probably foolhardy belief underlying scenarios deep belief must somehow responsible hurts exes caused blame way someones poor treatment dancing around trying things differently treat better impossible let go blame behavioursdraw line behaviours solution challenge reduce thoughts create physical emotional distance things plus time help events past fade importance
never like recently year first year high school started getting emotional reason,hello vancouver really common people become upset small things sometimes small thing trigger emotions arent much event thats happening present connected old events evoked feeling youve likely much feeling life youve developed sensitivity look small events triggers ask similar emotion evoke theres anger look underneath powerlessness worthlessness hurt shame ask life youve experienced much feeling child maybe necessarily thats first step combined empathy compassion selfesteem youre starting build call emotional air conditioner good therapist help rest process learning ways coping emotions daily wish best
really bad temper get mad easily stay like whole day dont mean way cant help,lot times anger someone expresses feeling deep level hurt within surface situation like store told theyd delivery certain item tuesday particular tuesday comes store doesnt told would furiousthe fury may many times life deeply let someone mattered life time similarly promised something failed deliver whatever itif time feeling let someone important life relationship didnt allow honest expression emotions youd learned hold realized would tolerated expressed clearlywithout practice heard feeling hurt someone eventually person possibly learned contain contain emotionsit possible anger feel variety situations lately muting hurt feelings youve understood relating meaningful people personal history talk aboutas way find feel emotions addition anger take time reflect triggered anger whether possible hurt emotions nobody know wants hear really underlying source upseti hope enjoy new discoveries emotions
month ago went boyfriends phone found messaging exgirlfriend dating gave promise ring together still hiding memory box sons room found many things phone broke heart deleted messages two cant help thinking talking old times together something like really kills cant stop thinking,sense hurt understandabledo boyfriend agreement looking others phonesi ask overall problem sounds like lack trust may difference wants expects relationshipprobably two talk topics become clear commitment status youll clarity either would like otherwith new level clarity past relationship involvements likely less meaningful clear definition two couple past partner someone else matter little
noticed lately ive thinking lot death dont want die im suicidal think would happen died someone loved died imagine sad everyone know would know isnt worth definitely want live future think im driving sometimes imagine would happen let go wheel kept going,ill respond speculation let go steering wheel driving youll end quite seriously hurt least fine play mind ifs people write horror movie scripts likely terrible sounding stories suppositionsif trust actually follow idea may kill recognize difference thinking dangerous things dangerous things go next step understanding thoughts deathsince wonder missed die possible thoughts death feeling metaphysically dead people life wish would show interest youplay around idea youd consider people feel youre livesthis may offer insight expectations current relationships others
ive experiencing lot anxiety panic attacks lately recently diagnosed psychiatrist obsessivecompulsive disorder lately ive questioning everything career relationship boyfriend moved months ago sudden dont feel comfortable around used although cant seem find reason feel way,hi new jerseyyou talk two big changes life happened lately diagnosisanxiety moving together thats loti love recognise questioning everything think anxietys got toe door pushing around wanting power fear anxiety try convince us need protection best either pull away fight letting anxiety control see relationship isnt answer think know alreadyyou must moved reason appropriate simply trust ask patience focus learning manage anxiety rather questioning decision move fear getting way trusting decision figure anxiety piece living boyfriendwhen youre bit crisis right time make major change suggest use therapist works cognitive behavioural therapy learn manage anxiety relationship likely seem clear
husband together seven years honest problem lying stupid stuff recently stupidly lied husband accident afraid tell happened ever since gives cold shoulder gets mad ignores days hes really verbally emotionally abusive tells bad things calls awful names call quits im tired crying toddler together,hi texas thanks honesty helps know go answering strikes question describe several ways husband hurtfulabusivecontrolling ask call quits wonder maybe first step start seeing decision rather together way husband treats fault texas lies natural normal way avoiding situations encounters feel unsafe problem lying problem dont feel safe enough honest person youre supposed able trusttheres analogy sometimes use dont know scientifically true simply useful story powerful either way tell youif take frog drop pot boiling water frog jump immediately knowing instinctively stays pot die take frog however put pot cold water slowly slowly heat boiling frog boil death fail recognise moment longer energy jump pot time realises dying lost strength called learned helplessness power voice taken away long time get used fail see options available toddler may impression staying marriage best child experience research backs children first foremost need safe environment parents happy likely underestimating effects child living home woman abuse complex picture client would want get stronger place emotionally youre seeing situation clearly gathering resources supports make big decisions see decisions make lead happy life child sincerely hope seek professional help either shelter abused women therapist wish best
